"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"12/6/2021 12:00:00 AM","23","1549                ","Prices securer Nov 2021 payment","Jv31461             ","False","cr140615            "
"12/5/2021 12:00:00 AM","23","1550                ","Transport K170 35 drums to Naivasha","Jv31469             ","False","cr30595             "
"12/5/2021 12:00:00 AM","23","1551                ","Transport K170 34 drums from Naivasha","Jv31470             ","False","cr30595             "
"12/6/2021 12:00:00 AM","23","1552                ","Transport 50drums K170 to kadi kikuyu","Jv31471             ","False","cr30595             "
"12/6/2021 12:00:00 AM","23","1553                ","Comesa documents 11*5000","Jv31480             ","False","cr190714            "
"10/23/2021 12:00:00 AM","23","1554                ","","Jv31483             ","False","cr190621            "
"10/30/2021 12:00:00 AM","23","1555                ","59 drums","Jv31484             ","False","cr381               "
"10/27/2021 12:00:00 AM","23","1556                ","","Jv31485             ","False","cr381               "
"10/21/2021 12:00:00 AM","23","1557                ","","Jv31486             ","False","cr190621            "
"9/23/2021 12:00:00 AM","23","1558                ","","Jv31487             ","False","cr349               "
"9/20/2021 12:00:00 AM","23","1559                ","","Jv31488             ","False","cr349               "
"12/8/2021 12:00:00 AM","23","1560                ","","Jv31489             ","False","cr349               "
"9/1/2021 12:00:00 AM","23","1561                ","","Jv31490             ","False","cr349               "
"9/1/2021 12:00:00 AM","23","1562                ","","Jv31491             ","False","cr349               "
"7/29/2021 12:00:00 AM","23","1563                ","","Jv31492             ","False","cr349               "
"7/27/2021 12:00:00 AM","23","1564                ","","Jv31493             ","False","cr349               "
"2/23/2021 12:00:00 AM","23","1565                ","","Jv31494             ","False","cr349               "
"5/10/2021 12:00:00 AM","23","1566                ","","Jv31495             ","False","cr349               "
"6/3/2021 12:00:00 AM","23","1567                ","","Jv31496             ","False","cr349               "
"6/21/2021 12:00:00 AM","23","1568                ","","Jv31497             ","False","cr349               "
"7/1/2021 12:00:00 AM","23","1569                ","","Jv31498             ","False","cr349               "
"7/6/2021 12:00:00 AM","23","1570                ","","Jv31499             ","False","cr349               "
"7/9/2021 12:00:00 AM","23","1571                ","","Jv31500             ","False","cr349               "
"7/17/2021 12:00:00 AM","23","1572                ","","Jv31501             ","False","cr349               "
"7/21/2021 12:00:00 AM","23","1573                ","","Jv31502             ","False","cr349               "
"11/26/2021 12:00:00 AM","23","1574                ","Purchase of air compressor","Jv31503             ","False","cr190715            "
"11/30/2021 12:00:00 AM","23","                    ","Transport Eldoret","Jv31505             ","False","cr571               "
"11/18/2021 12:00:00 AM","23","1575                ","Transport Kisii","Jv31506             ","False","cr571               "
"9/9/2021 12:00:00 AM","23","1576                ","","Jv31511             ","False","cr190621            "
"10/11/2021 12:00:00 AM","23","1577                ","","Jv31512             ","False","cr190621            "
"12/4/2021 12:00:00 AM","23","                    ","Transport 50 drums K160 Eldoret ","Jv31513             ","False","cr30595             "
"11/25/2021 12:00:00 AM","23","1578                ","","Jv31523             ","False","cr190621            "
"7/12/2021 12:00:00 AM","23","1579                ","","Jv31526             ","False","cr190666            "
"7/21/2021 12:00:00 AM","23","1580                ","","Jv31527             ","False","cr190666            "
"10/29/2021 12:00:00 AM","23","1583                ","","Jv31529             ","False","cr190666            "
"11/13/2021 12:00:00 AM","23","1584                ","Undercharged Bitumen 80/100 to pay difference","Jv31550             ","False","cr190628            "
"12/5/2021 12:00:00 AM","23","1585                ","Purchase of Engler viscometer lab use","Jv31553             ","False","cr190710            "
"3/22/2021 12:00:00 AM","23","1586                ","","Jv31627             ","False","cr190655            "
"4/16/2021 12:00:00 AM","23","1587                ","","Jv31646             ","False","cr50612             "
"11/11/2020 12:00:00 AM","23","1588                ","","Jv31648             ","False","cr50612             "
"12/15/2021 12:00:00 AM","23","1589                ","Electricity bill Nov 2021","Jv31691             ","False","cr372               "
"12/11/2021 12:00:00 AM","23","1590                ","Transport 50 drums K160 Eldoret","Jv31714             ","False","cr30595             "
"12/9/2021 12:00:00 AM","23","1595                ","Purchase of 80 empty drums @ 1200","Jv31754             ","False","cr190676            "
"12/15/2021 12:00:00 AM","23","                    ","Transport kerosene 6000ltrs from Jopet","Jv31760             ","False","cr379               "
"12/7/2021 12:00:00 AM","23","                    ","Tanks paid by the director","Jv31767             ","False","cr190716            "
"10/8/2021 12:00:00 AM","23","                    ","Boots","Jv31770             ","False","cr190717            "
"12/17/2021 12:00:00 AM","23","1598                ","Vat nov 2021","Jv31785             ","False","cr368               "
"12/17/2021 12:00:00 AM","23","                    ","smarter now upgrade 8th to 1th Dec 2021","Jv31796             ","False","cr349               "
"12/18/2021 12:00:00 AM","23","1599                ","Transport empty metallic drums","Jv31899             ","False","cr190718            "
"12/10/2021 12:00:00 AM","23","1600                ","Transport 82 drums","Jv31902             ","False","cr190718            "
"11/7/2017 12:00:00 AM","23","1602                ","","Jv31948             ","False","cr524               "
"12/21/2021 12:00:00 AM","23","                    ","Vat filing Nov 2021 and arrears","Jv31954             ","False",""
"12/17/2021 12:00:00 AM","23","1603                ","WIBA plus GPA insurance policy","Jv31974             ","False","cr190619            "
"12/18/2021 12:00:00 AM","23","1604                ","Transport50dmc30china state,50dk160eld","Jv31986             ","False","cr30595             "
"12/21/2021 12:00:00 AM","23","                    ","200Ltrs Engine oil","Jv32002             ","False","cr190717            "
"12/1/2021 12:00:00 AM","23","1605                ","Identigate Nov invoice","Jv32005             ","False","cr190695            "
"12/16/2021 12:00:00 AM","23","                    ","Plant electrician invoices","Jv32136             ","False","cr505               "
"1/1/2018 12:00:00 AM","23","1607                ","","Jv32229             ","False","cr380               "
"10/21/2016 12:00:00 AM","23","1608                ","","Jv32240             ","False","cr492               "
"8/7/2020 12:00:00 AM","23","1609                ","","Jv32241             ","False","cr492               "
"12/29/2021 12:00:00 AM","23","                    ","Purchase of 2 Batteries from Charles Muriithi","Jv32242             ","False","cr120615            "
"12/14/2021 12:00:00 AM","23","1610                ","Security guards Dec 2021","Jv32286             ","False","cr140615            "
"1/1/2022 12:00:00 AM","23","1611                ","Kenya power bill Dec 2021","Jv32394             ","False","cr372               "
"1/14/2022 12:00:00 AM","23","1614                ","Water bill Oct 2021","Jv32398             ","False","cr371               "
"12/1/2021 12:00:00 AM","23","1615                ","Water bill Nov 2021","Jv32399             ","False","cr371               "
"1/1/2022 12:00:00 AM","23","                    ","Water bill Dec 2021","Jv32400             ","False","cr371               "
"1/5/2022 12:00:00 AM","23","1616                ","PAYE Dec 2021","Jv32404             ","False","cr513               "
"1/3/2022 12:00:00 AM","23","1618                ","Internet Jan 2022","Jv32407             ","False","cr190670            "
"1/5/2022 12:00:00 AM","23","1620                ","NSSF Dec 2021","Jv32409             ","False","cr514               "
"1/6/2022 12:00:00 AM","23","1622                ","transport 100 drums from  Takezo","Jv32429             ","False","cr190687            "
"1/21/2022 12:00:00 AM","23","                    ","Purchase of KBR 092S Spare parts","Jv32723             ","False","cr120615            "
"1/10/2022 12:00:00 AM","23","1624                ","Purchase of Building materials from Joseph Wambugu","Jv32729             ","False","cr575               "
"1/24/2022 12:00:00 AM","23","1625                ","Nairobi water Effluent discharge charges","Jv32744             ","False","cr371               "
"10/21/2021 12:00:00 AM","23","1627                ","Vat Sept 2021","Jv32758             ","False","cr368               "
"12/21/2021 12:00:00 AM","23","1629                ","Transport 50 drums to china wuyi Eldoret","Jv32763             ","False","cr30595             "
"1/18/2022 12:00:00 AM","23","                    ","Transport  MC 30, 50 drums to China state Thika","Jv32770             ","False",""
"1/7/2022 12:00:00 AM","23","                    ","   Transport 50drums Mc30 China Henan","Jv32773             ","False","cr30595             "
"12/9/2021 12:00:00 AM","23","1631                ","Sanitary service 9th Dec 2021","Jv33135             ","False","cr380               "
"11/9/2021 12:00:00 AM","23","1632                ","Sanitation11th Nov 2021","Jv33136             ","False","cr380               "
"2/27/2022 12:00:00 AM","23","1633                ","VAT Dec 2021","Jv33139             ","False","cr368               "
"2/15/2019 12:00:00 AM","23","1634                ","","Jv33159             ","False","cr565               "
"3/19/2019 12:00:00 AM","23","1635                ","","Jv33161             ","False","cr565               "
"3/19/2019 12:00:00 AM","23","1636                ","","Jv33162             ","False","cr565               "
"12/29/2021 12:00:00 AM","23","1637                ","","Jv33167             ","False","cr582               "
"7/5/2021 12:00:00 AM","23","                    ","","Jv33168             ","False","cr582               "
"4/14/2021 12:00:00 AM","23","1638                ","","Jv33169             ","False","cr582               "
"1/25/2021 12:00:00 AM","23","1639                ","","Jv33170             ","False","cr582               "
"12/16/2020 12:00:00 AM","23","1640                ","","Jv33171             ","False","cr582               "
"7/9/2020 12:00:00 AM","23","1641                ","","Jv33174             ","False","cr582               "
"7/9/2020 12:00:00 AM","23","1642                ","","Jv33175             ","False","cr582               "
"8/29/2017 12:00:00 AM","23","                    ","","Jv33183             ","False","cr30599             "
"8/16/2017 12:00:00 AM","23","1643                ","","Jv33184             ","False","cr30599             "
"3/29/2017 12:00:00 AM","23","1645                ","","Jv33222             ","False","cr580               "
"2/27/2018 12:00:00 AM","23","1646                ","","Jv33223             ","False","cr580               "
"11/26/2018 12:00:00 AM","23","1647                ","","Jv33224             ","False","cr580               "
"2/6/2019 12:00:00 AM","23","1648                ","","Jv33225             ","False","cr580               "
"6/15/2021 12:00:00 AM","23","1651                ","May Bill","Jv33242             ","False","cr372               "
"2/3/2022 12:00:00 AM","23","1650                ","Flight&amp; taxi charges Eldoret meeting","Jv33243             ","False","cr30595             "
"2/2/2022 12:00:00 AM","23","1652                ","Transport China Kiangwaci ","Jv33244             ","False","cr30595             "
"6/14/2017 12:00:00 AM","23","1653                ","","Jv33283             ","False","cr469               "
"2/3/2022 12:00:00 AM","23","                    ","","Jv33285             ","False","cr469               "
"7/6/2017 12:00:00 AM","23","1654                ","","Jv33289             ","False","cr469               "
"2/21/2018 12:00:00 AM","23","1655                ","","Jv33292             ","False","cr469               "
"9/13/2019 12:00:00 AM","23","1656                ","","Jv33294             ","False","cr469               "
"9/24/2019 12:00:00 AM","23","                    ","","Jv33295             ","False","cr469               "
"3/11/2020 12:00:00 AM","23","1658                ","","Jv33300             ","False","cr190631            "
"3/21/2020 12:00:00 AM","23","1659                ","","Jv33301             ","False","cr190631            "
"4/14/2020 12:00:00 AM","23","1660                ","","Jv33302             ","False","cr190631            "
"1/31/2022 12:00:00 AM","23","1661                ","Purchase of 32 pairs gloves &amp; 10pcs PC vouchers","Jv33306             ","False","cr190642            "
"5/22/2021 12:00:00 AM","23","1662                ","","Jv33313             ","False","cr447               "
"6/28/2021 12:00:00 AM","23","1663                ","","Jv33314             ","False","cr447               "
"12/21/2021 12:00:00 AM","21","1664                ","Reversal of bill 0000","Jv33323             ","False",""
"11/21/2021 12:00:00 AM","23","1665                ","Vat Filing Nov 2021","Jv33324             ","False","cr369               "
"7/31/2021 12:00:00 AM","23","1666                ","July 2021 VAT Consultancy","Jv33330             ","False","cr369               "
"6/30/2020 12:00:00 AM","23","1667                ","Maina Annual","Jv33334             ","False","cr369               "
"6/30/2020 12:00:00 AM","23","1668                ","","Jv33335             ","False","cr369               "
"6/30/2020 12:00:00 AM","23","1669                ","Bank/Tender Accounts","Jv33336             ","False","cr369               "
"9/18/2018 12:00:00 AM","23","1670                ","undercharge","Jv33352             ","False","cr369               "
"12/21/2018 12:00:00 AM","23","1671                ","","Jv33353             ","False","cr369               "
"6/30/2020 12:00:00 AM","23","1672                ","annual audit reports QBPL","Jv33354             ","False","cr369               "
"6/30/2019 12:00:00 AM","23","                    ","Maina Annual Accounts","Jv33355             ","False","cr369               "
"12/31/2021 12:00:00 AM","23","1673                ","VAT Filing Dec 2021","Jv33356             ","False","cr369               "
"10/18/2021 12:00:00 AM","23","1674                ","","Jv33387             ","False","cr190653            "
"12/20/2021 12:00:00 AM","23","1675                ","","Jv33392             ","False","cr368               "
"1/13/2022 12:00:00 AM","23","1676                ","drums","Jv33433             ","False","cr190666            "
"2/21/2022 12:00:00 AM","23","1678                ","Transport 135 drums Kabuito contractors Eld","Jv33436             ","False","cr571               "
"1/21/2022 12:00:00 AM","23","1679                ","Transport Kabuito order 135 drums K160 Eld","Jv33437             ","False","cr571               "
"2/6/2022 12:00:00 AM","23","1680                ","Transport 77 drums k160 kabuito Eld","Jv33438             ","False","cr571               "
"2/7/2022 12:00:00 AM","23","1681                ","Transport 110 drums k160 &amp;25 empty from Eld Kabuito","Jv33439             ","False","cr571               "
"1/28/2022 12:00:00 AM","23","1682                ","bottled water","Jv33449             ","False","cr190656            "
"12/31/2021 12:00:00 AM","23","1683                ","Dec 2021","Jv33465             ","False","cr515               "
"4/1/2022 12:00:00 AM","23","1776                ","01042022","Jv35612             ","False","cr349"
"2/16/2022 12:00:00 AM","23","1684                ","Jan 2022 Bill","Jv33568             ","False","cr372               "
"1/20/2022 12:00:00 AM","23","1778                ","0001/2022Jan 2020 Security services","Jv35659             ","False","cr140615"
"2/20/2022 12:00:00 AM","23","1779                ","032/2022Feb 2022 Security","Jv35660             ","False","cr140615"
"4/7/2022 12:00:00 AM","23","1780                ","5972repair of boiler bitumen pump star delta","Jv35711             ","False","cr505"
"4/1/2022 12:00:00 AM","23","1781                ","5869617March2022 Electricity bill","Jv35750             ","False","cr372"
"3/31/2022 12:00:00 AM","23","1782                ","0000commission to Zacheus Cheruiyot James Finleys","Jv35751             ","False","cr120615"
"2/20/2022 12:00:00 AM","23","1785                ","2020220075VAT Feb 2022","Jv35838             ","False","cr368"
"3/31/2022 12:00:00 AM","23","1786                ","March 2022 PAYE payable","Jv35885             ","False","cr513"
"3/31/2022 12:00:00 AM","23","1787                ","March 2022 NSSF payable","Jv35888             ","False","cr514"
"4/8/2022 12:00:00 AM","23","1788                ","080420223days system upgrade","Jv36063             ","False","cr349"
"12/1/2021 12:00:00 AM","23","1789                ","INV00556Identigate integrated solutions","Jv36064             ","False","cr190695"
"4/14/2022 12:00:00 AM","23","1790                ","14042022System upgrade 3days","Jv36080             ","False","cr349"
"3/31/2022 12:00:00 AM","23","1791                ","VAT payable March 2022","Jv36081             ","False","cr368"
"3/30/2022 12:00:00 AM","23","1792                ","INV245Transport Of wooden desks","Jv36094             ","False","cr190646"
"4/8/2022 12:00:00 AM","23","1793                ","","Jv36098             ","False","cr190646"
"3/31/2022 12:00:00 AM","23","1794                ","March 2022 Mombasa rent","Jv36125             ","False","cr582"
"4/30/2022 12:00:00 AM","23","1795                ","April 2022 Mombasa rent","Jv36126             ","False","cr582"
"4/22/2022 12:00:00 AM","23","1796                ","DBT-8456Medical renewal 2022-2023","Jv36169             ","False","cr538"
"4/20/2022 12:00:00 AM","23","1797                ","0173/2022March 2022 Security","Jv36172             ","False","cr140615"
"4/30/2022 12:00:00 AM","23","1798                ","April 2022 motor veh fuel","Jv36259             ","False","cr473"
"4/30/2022 12:00:00 AM","23","1799                ","10035944Pest control ","Jv36336             ","False","cr380"
"5/4/2022 12:00:00 AM","23","1800                ","INV686","Jv36337             ","False","cr190695"
"5/4/2022 12:00:00 AM","23","1801                ","4823985April 2022 Water bill","Jv36338             ","False","cr371"
"5/1/2022 12:00:00 AM","23","1802                ","0007712019","Jv36339             ","False","cr372"
"5/4/2022 12:00:00 AM","23","1803                ","inv1237","Jv36371             ","False","cr512"
"3/31/2022 12:00:00 AM","23","1804                ","March2022 NHIF payable","Jv36392             ","False","cr515"
"4/30/2022 12:00:00 AM","23","1805                ","April 2022 NHIF payable","Jv36393             ","False","cr515"
"4/30/2022 12:00:00 AM","23","1806                ","April 2022 PAYE payable","Jv36394             ","False","cr513"
"5/5/2022 12:00:00 AM","23","1807                ","NBI071827Drinking water","Jv36445             ","False","cr190736"
"5/5/2022 12:00:00 AM","23","1808                ","INV088Petty cash vouchers 10pcs","Jv36447             ","False","cr190642"
"4/22/2022 12:00:00 AM","23","1809                ","22042022System support and upgrade","Jv36533             ","False","cr349"
"5/12/2022 12:00:00 AM","23","1810                ","12052022System upgrade and support","Jv36534             ","False","cr349"
"4/30/2022 12:00:00 AM","23","1811                ","April 2022 NSSF payable","Jv36535             ","False","cr515"
"5/19/2022 12:00:00 AM","23","1812                ","1504369May2022 internet","Jv36803             ","False","cr190670"
"5/24/2022 12:00:00 AM","23","1813                ","NBI07265310Pcs of refillable water","Jv36874             ","False","cr190736"
"5/27/2022 12:00:00 AM","23","1814                ","NBI0728264cases of bottled drinking water","Jv36875             ","False","cr190736"
"6/2/2022 12:00:00 AM","23","1815                ","INV0000721Security identigage","Jv36946             ","False","cr190695"
"6/2/2022 12:00:00 AM","23","1816                ","5057336May water bill","Jv36947             ","False","cr371"
"6/1/2022 12:00:00 AM","23","1817                ","9628729May2022 electricity bill","Jv36959             ","False","cr372"
"6/6/2022 12:00:00 AM","23","1818                ","INV093100PCS OF BOX STICKERS","Jv36992             ","False","cr190642"
"8/27/2021 12:00:00 AM","23","1819                ","27082148pcs of empty drums","Jv36996             ","False","cr483"
"6/2/2022 12:00:00 AM","23","1820                ","1515062June internet","Jv37061             ","False","cr190670"
"5/12/2022 12:00:00 AM","23","1821                ","50585023May2022 Sanitation","Jv37062             ","False","cr380"
"6/7/2022 12:00:00 AM","23","1822                ","June 2022 sanitation","Jv37063             ","False","cr380"
"4/1/2022 12:00:00 AM","23","1823                ","1422April internert","Jv37092             ","False","cr190670"
"6/10/2022 12:00:00 AM","23","1824                ","May2022 Motor veh fuel","Jv37099             ","False","cr473"
"5/31/2022 12:00:00 AM","23","1825                ","","Jv37100             ","False","cr473"
"4/30/2022 12:00:00 AM","23","1826                ","April VAT payable","Jv37106             ","False","cr368"
"5/20/2022 12:00:00 AM","23","1827                ","0174/2022May2022 Security bill","Jv37107             ","False","cr140615"
"5/31/2022 12:00:00 AM","23","1828                ","May 2022 VAT Payable","Jv37115             ","False","cr368"
"5/14/2022 12:00:00 AM","23","1829                ","Late VAT payment interests and penalties","Jv37129             ","False","cr368"
"4/27/2022 12:00:00 AM","23","1830                ","omitted VAT January 2021 to August 2021","Jv37133             ","False","cr368"
"5/31/2022 12:00:00 AM","23","1831                ","May 2022 NSSF payable","Jv37325             ","False","cr514"
"6/16/2022 12:00:00 AM","23","1832                ","KBRKBR 092S annual insurance","Jv37385             ","False","cr190619"
"6/16/2022 12:00:00 AM","23","1833                ","KBXKBX 561U annual insurance","Jv37386             ","False","cr190619"
"6/16/2022 12:00:00 AM","23","1834                ","KBPKBP 036E annual income","Jv37387             ","False","cr190619"
"6/10/2022 12:00:00 AM","23","1835                ","NBI073357Staff drinking water refill and bottled","Jv37390             ","False","cr190736"
"4/1/2022 12:00:00 AM","23","1770                ","INV0000651March 2022 subscription fees","Jv35526             ","False","cr190695"
"2/28/2022 12:00:00 AM","23","1836                ","Feb 2021","Jv37435             ","False","cr368"
"7/1/2022 12:00:00 AM","23","1837                ","June 2022 internet","Jv37700             ","False","cr190670"
"6/28/2022 12:00:00 AM","23","1838                ","10039851Sanitary services","Jv37703             ","False","cr380"
"7/1/2022 12:00:00 AM","23","1839                ","5283786June 2022 water bill","Jv37706             ","False","cr371"
"6/25/2022 12:00:00 AM","23","1840                ","DN0159490KBK INSURANCE FOR YR2022/2023","Jv37723             ","False","cr190738"
"6/27/2022 12:00:00 AM","23","1841                ","DREQ129895KBK 650M insurance balance","Jv37724             ","False","cr190738"
"6/28/2022 12:00:00 AM","23","1842                ","No46","Jv37832             ","False","cr190728"
"7/7/2022 12:00:00 AM","23","1844                ","50595764July 2022 sanitary","Jv37882             ","False","cr380"
"6/20/2022 12:00:00 AM","23","1845                ","0194/2022June 2022 Security","Jv38006             ","False","cr140615"
"7/12/2022 12:00:00 AM","23","1846                ","INV0000762June 2022 Soja subscription fees","Jv38011             ","False","cr190695"
"7/4/2022 12:00:00 AM","23","1847                ","INV890KBK 650M maintenance","Jv38012             ","False","cr190645"
"6/30/2022 12:00:00 AM","23","1848                ","JUNE 2022 MOTOR VEH FUEL","Jv38015             ","False","cr473"
"6/23/2022 12:00:00 AM","23","1849                ","LPO1762Transport of empty drums","Jv38025             ","False","cr190687"
"7/13/2022 12:00:00 AM","23","1850                ","10pcs refill of drinking water","Jv38052             ","False","cr190736"
"6/30/2022 12:00:00 AM","23","1851                ","11641350June electricty bill","Jv38053             ","False","cr372"
"7/13/2022 12:00:00 AM","23","1852                ","LPO1767transport of empty drums","Jv38120             ","False","cr190687"
"5/31/2022 12:00:00 AM","23","1853                ","May 2022 NHIF payable","Jv38121             ","False","cr515"
"6/30/2022 12:00:00 AM","23","1854                ","June 2022 NHIF payable","Jv38122             ","False","cr515"
"5/31/2022 12:00:00 AM","23","1855                ","May 2022 PAYE payable","Jv38123             ","False","cr513"
"6/30/2022 12:00:00 AM","23","1856                ","June 2022 PAYE payable","Jv38124             ","False","cr513"
"6/30/2022 12:00:00 AM","23","1857                ","June NSSF payment","Jv38125             ","False","cr514"
"6/30/2022 12:00:00 AM","23","1858                ","Income tax 2021 ","Jv38133             ","False","cr368"
"3/14/2022 12:00:00 AM","23","1862                ","KKVL loan interest","Jv38147             ","False","cr190735"
"6/30/2022 12:00:00 AM","23","1863                ","VAT payable June 2022","Jv38153             ","False","cr368"
"7/20/2022 12:00:00 AM","23","1864                ","0212/2022July 2022 Security","Jv38187             ","False","cr140615"
"5/31/2022 12:00:00 AM","23","1865                ","May 2022 Mombasa rent","Jv38259             ","False","cr582"
"6/30/2022 12:00:00 AM","23","1866                ","June 2022 Mombasa rent","Jv38260             ","False","cr582"
"7/23/2022 12:00:00 AM","23","1867                ","LPO1783Transport of 106 empty drums","Jv38293             ","False","cr190687"
"6/30/2022 12:00:00 AM","23","1868                ","021/22QBPL income tax","Jv38375             ","False","cr190743"
"6/30/2022 12:00:00 AM","23","                    ","023/22Income tax 2021 Mr Maina","Jv38376             ","False","cr190743"
"8/1/2022 12:00:00 AM","23","1869                ","5528389July2022 water bill","Jv38496             ","False","cr371"
"8/3/2022 12:00:00 AM","23","1870                ","LPO1796Transport of empty drums LPO1796","Jv38502             ","False","cr190687"
"7/31/2022 12:00:00 AM","23","                    ","July2022 Payroll PAYE","Jv38504             ","False","cr513"
"8/2/2022 12:00:00 AM","23","1871                ","July NSSF payable","Jv38508             ","False","cr514"
"7/31/2022 12:00:00 AM","23","1872                ","JUly2022 NHIF payable","Jv38511             ","False","cr515"
"8/3/2022 12:00:00 AM","23","1873                ","KSEKSE annual  insurance","Jv38519             ","False","cr190619"
"8/4/2022 12:00:00 AM","23","1874                ","July 2022 Motor vehicle fuel","Jv38522             ","False","cr473"
"8/4/2022 12:00:00 AM","23","1909                ","50601406August 2022 Sanitation","Jv38608             ","False","cr380"
"9/9/2022 12:00:00 AM","23","50606534            ","Sanitation September 2022","Jv38609             ","False","cr380"
"10/31/2022 12:00:00 AM","23","1923                ","10047610Pest Control October 2022","Jv38610             ","False","cr380"
"9/9/2022 12:00:00 AM","23","1894                ","INV 129 Alubit A4-60","Jv39164             ","False","cr190642"
"9/28/2022 12:00:00 AM","23","1904                ","139","Jv39181             ","False","cr190642"
"12/5/2022 12:00:00 AM","23","255                 ","PF4 stickers","Jv39209             ","False","cr190642"
"11/5/2022 12:00:00 AM","23","50617202            ","50617202sanitary service November 2022","Jv39330             ","False","cr380"
"1/6/2023 12:00:00 AM","23","1977                ","50627525sanitary January 2023","Jv39333             ","False","cr380"
"12/19/2022 12:00:00 AM","23","1965                ","10051176Pest Control ","Jv39335             ","False","cr380"
"12/6/2022 12:00:00 AM","23","1960                ","50622698sanitation December 2022","Jv39340             ","False","cr380"
"10/12/2022 12:00:00 AM","23","1959                ","50611918October 2022 sanitation","Jv39343             ","False","cr380"
"8/31/2022 12:00:00 AM","23","1890                ","10043863August Sanitary Services","Jv39366             ","False","cr380"
"11/21/2022 12:00:00 AM","23","1957                ","0272/2022Security Nov 2022","Jv39370             ","False","cr140615"
"12/15/2022 12:00:00 AM","23","1958                ","0288/2022Security Dec 2022","Jv39374             ","False","cr140615"
"10/21/2022 12:00:00 AM","23","1928                ","Security Oct 2022","Jv39376             ","False","cr140615"
"9/20/2022 12:00:00 AM","23","1895                ","0244/2022Security Sep 2022","Jv39382             ","False","cr380"
"9/20/2022 12:00:00 AM","23","1895                ","Security Sep 2022","Jv39387             ","False","cr140615"
"8/20/2022 12:00:00 AM","23","1884                ","Security Aug 2022","Jv39390             ","False","cr140615"
"11/20/2022 12:00:00 AM","23","1935                ","16362200ltrs Diesel","Jv39462             ","False","cr411"
"11/8/2022 12:00:00 AM","23","1930                ","1977Printing papers 10lims","Jv39611             ","False","cr190744"
"4/6/2022 12:00:00 AM","23","1771                ","004661221MACH2022 waterbill","Jv35530             ","False","cr371"
"1/31/2023 12:00:00 AM","23","1967                ","INV0000956","Jv39691             ","False","cr190695"
"12/31/2022 12:00:00 AM","23","1940                ","Nov Soja 2022","Jv39695             ","False","cr190695"
"11/30/2022 12:00:00 AM","23","1927                ","Oct 2022 Soja","Jv39701             ","False","cr190695"
"10/31/2022 12:00:00 AM","23","1898                ","Oct Soja","Jv39704             ","False","cr190695"
"10/31/2022 12:00:00 AM","23","1898                ","Sep 2022","Jv39707             ","False","cr190695"
"9/30/2022 12:00:00 AM","23","1885                ","Aug 2022 Soja","Jv39710             ","False","cr190695"
"8/31/2022 12:00:00 AM","23","1878                ","INV0000781July 2022 Soja","Jv39712             ","False","cr190695"
"8/4/2022 12:00:00 AM","23","1875                ","1558135Aug 2022 Internet","Jv39729             ","False","cr190670"
"9/2/2022 12:00:00 AM","23","1888                ","1581726Sep 2022 internet","Jv39731             ","False","cr190670"
"10/1/2022 12:00:00 AM","23","1900                ","Oct 2022 Internet","Jv39738             ","False","cr190670"
"11/1/2022 12:00:00 AM","23","1922                ","Nov 2022 internet","Jv39744             ","False","cr190670"
"12/1/2022 12:00:00 AM","23","1943                ","1647081Dec 2022 Internet","Jv39753             ","False","cr190695"
"12/1/2022 12:00:00 AM","23","1943                ","1647081Dec 2022 Internet","Jv39756             ","False","cr190670"
"1/2/2023 12:00:00 AM","23","1966                ","Jan 2023 Internet","Jv39764             ","False","cr190670"
"7/31/2022 12:00:00 AM","23","1952                ","July 2022 Mombasa  Rent","Jv39774             ","False","cr582"
"8/31/2022 12:00:00 AM","23","1953                ","Aug 2022 Mombasa Rent","Jv39779             ","False","cr582"
"9/30/2022 12:00:00 AM","23","1954                ","Sep 2022 Mombasa Rent","Jv39781             ","False","cr582"
"10/31/2022 12:00:00 AM","23","1955                ","Oct 2022 Mombasa Rent","Jv39782             ","False","cr582"
"11/30/2022 12:00:00 AM","23","1956                ","Nov 2022 Mombasa Rent ","Jv39783             ","False","cr582"
"12/31/2022 12:00:00 AM","23","1976                ","Dec 2022 Motor Vehicle Fuel","Jv39787             ","False","cr473"
"11/30/2022 12:00:00 AM","23","1948                ","Nov 2022","Jv39789             ","False","cr473"
"10/31/2022 12:00:00 AM","23","1918                ","Oct 2022","Jv39796             ","False","cr473"
"9/30/2022 12:00:00 AM","23","1908                ","Sep 2022","Jv39799             ","False","cr473"
"8/31/2022 12:00:00 AM","23","1892                ","Aug 2022","Jv39810             ","False","cr473"
"7/31/2022 12:00:00 AM","23","1874                ","Jul 2022","Jv39817             ","False","cr473"
"10/6/2022 12:00:00 AM","23","1835                ","NBI073357","Jv39934             ","False","cr190736"
"8/5/2022 12:00:00 AM","23","1877                ","NBI075506Water refill","Jv39935             ","False","cr190736"
"8/29/2022 12:00:00 AM","23","1882                ","NBI076147Water Refill","Jv39936             ","False","cr190736"
"9/21/2022 12:00:00 AM","23","1896                ","NBI077038Water Refill","Jv39937             ","False","cr190736"
"9/6/2022 12:00:00 AM","23","1889                ","Water Refill","Jv39938             ","False","cr190736"
"10/27/2022 12:00:00 AM","23","1917                ","Water Refill","Jv39939             ","False","cr190736"
"10/6/2023 12:00:00 AM","23","1911                ","NBI077740Water Refill","Jv39940             ","False","cr190736"
